698,:)
257,:(
242,:3
88,^.^
76,:c
74,:-)
58,:'(
51,.-.
48,:')
42,=)
36,:*
24,^^
21,^-^
15,:-(
14,:]
6,=3
5,:}
4,:<
4,8)
4,:[
3,:>
2,:-[
2,;-;
1,:-c
1,='(
1,:^)
1,=]
1,:{
1,;_;
